Id,SalePrice
1856,219934.5354
1857,132461.5218
1858,137465.3314
1859,116927.9608
1860,142453.9546
1861,116283.1307
1862,330159.5922
1863,306678.4768
1864,306791.8057
1865,336898.6929
1866,323640.7738
1867,217863.9019
1868,284557.7804
1869,200834.0389
1870,221825.5812
1871,240919.9887
1872,174403.9219
1873,241362.493
1874,160415.6949
1875,214917.103
1876,201470.115
1877,213218.3453
1878,194105.541
1879,132755.7874
1880,135556.6529
1881,251433.2216
1882,242232.6847
1883,188080.2044
1884,207666.3011
1885,224401.0874
1886,282539.2579
1887,214637.6192
1888,267803.952
1889,171862.2768
1890,116331.4442
1891,120737.9621
1892,95910.01574
1893,132389.9183
1894,120381.7216
1895,134561.6523
1896,124738.6206
1897,121953.3547
1898,113755.3729
1899,162675.1351
1900,153677.3616
1901,178609.8961
1902,167351.5061
1903,210960.5556
1904,147301.4899
1905,204355.0508
1906,122287.5791
1907,235292.0382
1908,113999.5055
1909,129955.508
1910,123933.2501
1911,232898.0017
1912,351040.923
1913,141225.6598
1914,52491.44412
1915,307273.0386
1916,68219.01377
1917,232823.2137
1918,140984.8361
1919,179233.7423
1920,157233.4787
1921,378795.4808
1922,325538.0999
1923,238043.9447
1924,231795.8647
1925,196273.4757
1926,373510.8468
1927,130600.8175
1928,158759.5061
1929,125897.4942
1930,128166.3832
1931,138577.2012
1932,134888.4195
1933,199189.3403
1934,184704.4561
1935,167730.6703
1936,197879.9262
1937,183066.6548
1938,171063.0858
1939,252828.6155
1940,194273.3859
1941,169908.4026
1942,172256.2048
1943,216993.0068
1944,375147.2682
1945,406732.094
1946,142316.6742
1947,155538.1024
1948,165321.8843
1949,242173.1793
1950,185571.3521
1951,240292.1623
1952,208099.3946
1953,167515.6206
1954,181724.379
1955,136276.9462
1956,316573.232
1957,154444.829
1958,267234.2567
1959,145265.0781
1960,113488.503
1961,120046.2045
1962,97872.38512
1963,107315.7134
1964,107152.6059
1965,141527.8809
1966,142351.9557
1967,296408.3636
1968,450488.2407
1969,387133.4164
1970,421677.0175
1971,505806.2596
1972,392000.8921
1973,258558.4562
1974,337698.2338
1975,381994.5945
1976,278889.4879
1977,369770.4556
1978,358165.9616
1979,323091.3849
1980,207149.7959
1981,354589.3849
1982,220934.6317
1983,203194.31
1984,171148.6097
1985,230534.0751
1986,209006.2121
1987,189811.6527
1988,172609.6793
1989,189487.423
1990,205331.7922
1991,235772.6489
1992,216647.1842
1993,164502.8545
1994,227950.9045
1995,184627.0154
1996,253057.3708
1997,304808.5792
1998,318025.3482
1999,279116.7815
2000,320396.6082
2001,285041.2906
2002,241760.4027
2003,246690.1975
2004,275634.9571
2005,223518.1869
2006,220479.7008
2007,251755.9978
2008,218737.1155
2009,196342.754
2010,192425.2244
2011,134681.2073
2012,174237.366
2013,174958.345
2014,181510.5845
2015,207006.3537
2016,190049.228
2017,185486.3185
2018,108084.1067
2019,130420.9687
2020,97761.27645
2021,99824.86795
2022,187637.3522
2023,146998.5887
2024,275835.4878
2025,341652.8301
2026,176241.7325
2027,155035.3919
2028,151217.9285
2029,166704.4063
2030,271094.4249
2031,236902.0994
2032,258637.7961
2033,259219.8645
2034,167973.8542
2035,240298.3657
2036,197995.3713
2037,233489.7854
2038,317320.9639
2039,235415.8977
2040,262159.9303
2041,317402.1276
2042,214456.2527
2043,177718.3426
2044,168857.5367
2045,212070.676
2046,167221.6287
2047,144821.6445
2048,139849.0174
2049,142889.437
2050,169765.3367
2051,103379.9396
2052,121187.0232
2053,148618.8679
2054,99613.20533
2055,148718.9846
2056,142637.264
2057,106791.1167
2058,206133.9584
2059,128127.7647
2060,173836.4011
2061,176908.859
2062,130375.6123
2063,117137.2296
2064,139858.7335
2065,115568.3636
2066,163279.7077
2067,94740.76539
2068,144351.2378
2069,91120.66256
2070,118056.8598
2071,96974.30548
2072,139620.5676
2073,132863.39
2074,183086.5792
2075,150641.3791
2076,114780.4244
2077,155103.0967
2078,127318.8952
2079,127178.3562
2080,123046.0527
2081,128750.8219
2082,115809.2748
2083,145688.2231
2084,108623.1307
2085,121395.7803
2086,113092.1877
2087,123664.3767
2088,95079.50774
2089,80647.45004
2090,114759.1796
2091,113706.617
2092,115577.2623
2093,106967.6902
2094,106316.6944
2095,148595.5577
2096,82527.43492
2097,99486.40441
2098,151255.6548
2099,54280.84284
2100,68249.98188
2101,116103.4094
2102,118127.3144
2103,108493.9107
2104,137161.0665
2105,132838.0197
2106,83796.03147
2107,185277.0369
2108,122145.2829
2109,115490.6014
2110,128939.8642
2111,136795.4564
2112,138712.5482
2113,122302.7639
2114,124876.7395
2115,163688.293
2116,112007.0524
2117,150694.8792
2118,121951.4468
2119,120648.945
2120,105774.8613
2121,99449.62948
2122,118607.2806
2123,84722.50304
2124,154504.0863
2125,120018.072
2126,147081.198
2127,160785.68
2128,121043.228
2129,83507.52508
2130,138110.1838
2131,138228.5142
2132,108354.5303
2133,121890.5436
2134,120433.6651
2135,104634.7347
2136,78919.9708
2137,104867.2344
2138,129004.1085
2139,147839.4425
2140,138104.4524
2141,167225.6395
2142,128472.4172
2143,150921.7774
2144,128581.8691
2145,136494.3047
2146,172908.7262
2147,135765.3367
2148,137414.1661
2149,148889.1239
2150,230343.4794
2151,115486.7617
2152,173808.9998
2153,168480.8597
2154,102727.2171
2155,140970.9653
2156,267189.2887
2157,230011.7883
2158,231052.2792
2159,215738.4547
2160,182319.8206
2161,228094.505
2162,418896.2562
2163,350028.8295
2164,244615.2664
2165,210013.7099
2166,167252.9527
2167,223536.5142
2168,208586.3279
2169,192164.7492
2170,217425.6913
2171,165056.6808
2172,133832.3725
2173,176558.1587
2174,223580.8046
2175,279185.0204
2176,311434.2509
2177,237332.0163
2178,211398.945
2179,135224.7771
2180,216175.138
2181,188540.8949
2182,221434.7799
2183,187432.3228
2184,116754.3608
2185,122858.9599
2186,144562.8143
2187,148319.6411
2188,147429.8942
2189,246021.1138
2190,80482.09076
2191,79445.03404
2192,84504.66124
2193,109678.5081
2194,102641.1006
2195,107719.5791
2196,105568.3542
2197,113148.7026
2198,156209.8329
2199,181340.4297
2200,154015.1818
2201,150678.4024
2202,216993.1517
2203,139992.331
2204,182683.2855
2205,122402.5653
2206,136468.9901
2207,216455.4467
2208,271772.0317
2209,267566.1592
2210,121222.0652
2211,115589.8764
2212,127266.3339
2213,107965.8211
2214,126197.7683
2215,100108.2033
2216,153694.2043
2217,75987.25014
2218,72980.42683
2219,59513.35421
2220,59841.07716
2221,308401.6812
2222,288530.873
2223,276265.4609
2224,202512.7393
2225,122297.5551
2226,186007.0396
2227,190234.6285
2228,263932.9922
2229,251463.7047
2230,157967.5399
2231,212963.7392
2232,182191.2769
2233,185388.773
2234,238100.4848
2235,222212.8141
2236,251104.9451
2237,314953.3739
2238,188124.037
2239,108178.2859
2240,151162.7512
2241,177957.4361
2242,118728.3176
2243,118834.6715
2244,104580.8942
2245,101694.3465
2246,143130.1206
2247,104881.6606
2248,120027.6771
2249,115038.38
2250,127876.4622
2251,109523.1826
2252,182900.0872
2253,157562.8166
2254,180475.6155
2255,184819.3635
2256,168537.8444
2257,213564.4717
2258,159228.3672
2259,174080.5977
2260,144794.5834
2261,198335.8628
2262,222346.3312
2263,386680.6033
2264,573888.6361
2265,180102.7491
2266,316720.2677
2267,400893.7335
2268,589657.9641
2269,148914.6659
2270,190141.8215
2271,207928.281
2272,196226.7827
2273,155412.1708
2274,182051.4638
2275,166162.7676
2276,190233.8345
2277,187809.1114
2278,149655.5194
2279,125743.0865
2280,116188.4103
2281,162124.6946
2282,183382.9585
2283,109203.501
2284,118030.9238
2285,144801.1048
2286,123684.9272
2287,369315.7282
2288,281783.143
2289,378601.2181
2290,478509.1766
2291,342758.4098
2292,450487.9646
2293,495478.121
2294,412105.8288
2295,525114.7737
2296,289353.0254
2297,354075.6703
2298,350123.7948
2299,365198.6726
2300,337261.7109
2301,317099.9325
2302,259543.7312
2303,243738.4621
2304,259298.1519
2305,207018.5191
2306,200438.9908
2307,207037.1232
2308,230829.7756
2309,287508.1725
2310,210681.5942
2311,205684.4746
2312,178103.9718
2313,169960.9551
2314,175839.6917
2315,180814.9127
2316,201121.2468
2317,198444.4561
2318,180625.8613
2319,180591.976
2320,187242.1097
2321,237721.5263
2322,185092.8627
2323,191676.4518
2324,174373.6978
2325,215487.4417
2326,179311.9458
2327,199483.6617
2328,214972.8212
2329,194538.4308
2330,186464.9115
2331,343758.5971
2332,394355.754
2333,318363.8526
2334,257274.8551
2335,278527.6198
2336,305602.8913
2337,202180.9195
2338,262801.6572
2339,204699.8586
2340,408758.3129
2341,212881.2398
2342,232921.6907
2343,228422.0835
2344,212524.1987
2345,230621.6946
2346,215334.7296
2347,206220.0184
2348,244435.5163
2349,193570.8273
2350,321830.5815
2351,267051.6477
2352,258771.4021
2353,253387.0277
2354,147710.981
2355,149163.1535
2356,145575.0705
2357,188820.8663
2358,196914.8904
2359,133654.044
2360,115315.4622
2361,147618.7018
2362,268719.4018
2363,130170.9812
2364,146888.9852
2365,215146.534
2366,187243.893
2367,216594
2368,219074.225
2369,220304.2553
2370,168632.2428
2371,165310.6533
2372,199393.1569
2373,293064.7225
2374,330437.7928
2375,251277.6234
2376,298333.3876
2377,354946.7964
2378,154474.2491
2379,205509.843
2380,157524.8432
2381,172072.6512
2382,196737.2209
2383,198919.7507
2384,239655.9106
2385,161511.3471
2386,132565.0597
2387,133620.0098
2388,102122.1067
2389,114372.8728
2390,149032.7546
2391,142471.3455
2392,116236.8216
2393,171749.9581
2394,136673.5013
2395,207200.0014
2396,141510.1938
2397,227182.4626
2398,133607.645
2399,70699.3403
2400,72084.72525
2401,128598.9203
2402,134106.7041
2403,145740.5318
2404,151725.0835
2405,153553.4969
2406,136079.4717
2407,127195.3019
2408,147271.8163
2409,119789.8464
2410,169516.8212
2411,112114.7899
2412,155311.1828
2413,128558.1946
2414,170457.1807
2415,129550.4962
2416,122199.8191
2417,127067.2617
2418,131553.9252
2419,130307.1033
2420,120987.558
2421,230999.1878
2422,102618.4744
2423,112062.4843
2424,163356.4038
2425,200303.3554
2426,129433.0303
2427,133205.9658
2428,176601.3359
2429,109998.773
2430,132429.0303
2431,107909.4
2432,148455.3284
2433,146906.4579
2434,138187.8313
2435,160127.5108
2436,107668.2594
2437,106206.9666
2438,119252.5716
2439,96845.20616
2440,122762.5398
2441,87242.95212
2442,93045.33864
2443,126909.021
2444,130899.0731
2445,89404.54782
2446,137352.358
2447,173337.1819
2448,125808.6209
2449,107440.2182
2450,149096.5031
2451,106123.4935
2452,178122.3387
2453,97758.82057
2454,115307.8828
2455,111554.9635
2456,143960.3303
2457,142793.9421
2458,135493.3552
2459,111917.1631
2460,141284.6322
2461,130649.1935
2462,133874.7928
2463,122221.9199
2464,173503.8967
2465,144855.3286
2466,119393.7534
2467,126231.0765
2468,88429.18991
2469,87880.83347
2470,196809.7891
2471,231435.0365
2472,170087.1752
2473,120366.8741
2474,76003.97424
2475,209640.8043
2476,118144.0816
2477,123990.0961
2478,156502.9266
2479,110024.7394
2480,153990.5845
2481,125123.959
2482,115817.2843
2483,111277.2169
2484,123536.7722
2485,123405.6463
2486,160579.7536
2487,142045.0343
2488,155343.6503
2489,152736.7545
2490,146363.0161
2491,92638.99766
2492,198564.7082
2493,147206.6405
2494,139034.8415
2495,86663.69891
2496,229290.3943
2497,151871.6823
2498,109369.9806
2499,85781.90678
2500,126388.4845
2501,135999.3659
2502,143895.0714
2503,100033.2555
2504,335049.3417
2505,226141.7232
2506,242547.7263
2507,278014.385
2508,244466.6747
2509,211294.1391
2510,206837.4692
2511,172537.8749
2512,208923.6904
2513,218934.9774
2514,248884.5432
2515,154370.7108
2516,172167.5484
2517,151251.9184
2518,164830.2273
2519,230150.1942
2520,219770.9152
2521,186784.203
2522,219493.7865
2523,118454.9232
2524,132135.9961
2525,147241.5355
2526,145030.4325
2527,125073.1096
2528,135935.1153
2529,105813.676
2530,126810.1529
2531,256793.927
2532,221034.4538
2533,193867.2449
2534,229297.2235
2535,290349.9636
2536,232787.7164
2537,244555.7119
2538,183640.4501
2539,183592.0259
2540,181702.3174
2541,175436.9824
2542,165526.2138
2543,123269.8088
2544,120085.1173
2545,131906.7132
2546,123058.4674
2547,123832.4803
2548,149851.9453
2549,153183.2441
2550,967505.7066
2551,143363.885
2552,131319.6318
2553,75916.3386
2554,89616.34945
2555,112495.813
2556,97870.19535
2557,101927.7231
2558,137608.3512
2559,142731.6699
2560,148895.9748
2561,141668.5198
2562,148234.7614
2563,154909.6883
2564,195168.4562
2565,139487.7991
2566,148399.4173
2567,149356.4597
2568,217886.4497
2569,249823.2628
2570,116351.814
2571,203480.2422
2572,162590.4731
2573,238746.8389
2574,214963.8692
2575,129894.5419
2576,115821.5586
2577,146003.421
2578,80204.96294
2579,57331.01206
2580,75723.46258
2581,87797.98914
2582,98557.65495
2583,288003.6727
2584,175675.2986
2585,180231.9019
2586,220322.864
2587,194567.9747
2588,134543.3706
2589,147574.6951
2590,199876.5336
2591,225764.1697
2592,210395.7784
2593,244776.1965
2594,180990.7484
2595,195094.6623
2596,287144.5159
2597,189423.7589
2598,281778.0333
2599,440140.3919
2600,292835.3972
2601,135009.6024
2602,79207.59709
2603,92728.75637
2604,84146.29013
2605,81282.71907
2606,139285.1785
2607,215122.735
2608,180404.4687
2609,170142.5896
2610,106670.009
2611,120936.3865
2612,160432.0902
2613,126344.5345
2614,119426.655
2615,149209.1231
2616,144019.3116
2617,186792.3216
2618,197719.1339
2619,192577.8938
2620,186871.939
2621,173809.7788
2622,179268.5774
2623,237500.4771
2624,290399.2578
2625,291121.8569
2626,170783.4813
2627,166302.9481
2628,537333.1646
2629,552113.0455
2630,381243.7872
2631,501653.7505
2632,434110.7017
2633,316150.4997
2634,449237.8949
2635,148740.281
2636,170829.568
2637,179593.0934
2638,268647.2175
2639,182506.3253
2640,148652.727
2641,104771.7143
2642,187333.843
2643,107254.0488
2644,118170.6377
2645,110857.5126
2646,95151.71735
2647,105419.5371
2648,150922.2499
2649,154531.9289
2650,140161.3366
2651,137885.6779
2652,416806.8562
2653,260089.77
2654,267527.2024
2655,425225.782
2656,332961.3594
2657,363269.6125
2658,326221.9778
2659,311527.5101
2660,373539.6395
2661,361779.0851
2662,382649.6595
2663,290464.6687
2664,271075.6851
2665,339543.7464
2666,278433.6838
2667,171683.8408
2668,178396.3589
2669,186443.1667
2670,273770.9536
2671,184898.1772
2672,194828.1649
2673,200871.3375
2674,193843.6968
2675,174352.2209
2676,189714.3026
2677,201614.3974
2678,232834.5934
2679,269668.1525
2680,285052.0049
2681,412716.8329
2682,310967.2452
2683,544686.8538
2684,316322.3326
2685,324494.4645
2686,247524.4289
2687,313992.345
2688,216976.6122
2689,209970.6552
2690,432843.3312
2691,198606.3297
2692,144112.9758
2693,206355.853
2694,135844.7342
2695,189629.8328
2696,181495.9996
2697,189193.0425
2698,189974.5487
2699,172226.9842
2700,150183.2657
2701,137580.4986
2702,103985.7263
2703,115528.3043
2704,138333.1997
2705,114080.7172
2706,102110.1485
2707,110148.8715
2708,134155.7791
2709,103569.8367
2710,125200.7155
2711,392559.5408
2712,393546.0484
2713,172096.8631
2714,149044.615
2715,168893.8372
2716,143835.5653
2717,197081.8436
2718,220978.0235
2719,155372.688
2720,171116.6721
2721,131749.385
2722,166488.8816
2723,136833.92
2724,125129.7842
2725,126380.4314
2726,152650.9457
2727,176790.2025
2728,177275.2768
2729,143711.2194
2730,148072.8601
2731,126285.7309
2732,135722.7719
2733,158551.4589
2734,127216.5899
2735,133603.5529
2736,134286.7736
2737,117134.8447
2738,134787.3994
2739,152560.0825
2740,137569.0189
2741,147699.0207
2742,151452.8424
2743,157381.1351
2744,158495.2797
2745,136889.5359
2746,136924.8403
2747,144868.489
2748,123211.2885
2749,128404.4658
2750,132562.895
2751,135995.4503
2752,200829.231
2753,144061.9411
2754,214972.0115
2755,138658.0744
2756,94931.8743
2757,66878.95116
2758,91950.13634
2759,170331.6611
2760,120998.7033
2761,135997.6155
2762,142178.6889
2763,181451.9619
2764,144213.1591
2765,272802.3077
2766,109503.6523
2767,89806.64062
2768,129761.419
2769,132179.1133
2770,132071.0755
2771,100617.7723
2772,104887.6158
2773,170574.0622
2774,147908.5228
2775,111957.0324
2776,137481.409
2777,146102.01
2778,100975.0433
2779,121149.9888
2780,94825.83938
2781,94700.8073
2782,101573.1746
2783,104460.1793
2784,119766.7782
2785,138390.6843
2786,65120.5648
2787,127131.3942
2788,75009.18057
2789,154715.4705
2790,93251.76021
2791,114676.9972
2792,56484.32301
2793,137601.9935
2794,104159.7413
2795,119210.367
2796,95081.33714
2797,215518.2944
2798,104823.0938
2799,108955.6842
2800,70998.6256
2801,103023.0741
2802,122567.0628
2803,168655.8672
2804,126100.8853
2805,93802.79122
2806,86261.13291
2807,166348.0434
2808,144853.9145
2809,127808.2642
2810,125516.7117
2811,160602.2246
2812,166673.0539
2813,153707.4122
2814,154929.5181
2815,87819.05722
2816,240516.1869
2817,160985.0658
2818,135677.8911
2819,168848.771
2820,136492.4911
2821,95150.74793
2822,196144.9583
2823,321324.862
2824,170180.0415
2825,141140.998
2826,131420.8773
2827,135778.4531
2828,223443.4482
2829,209798.8008
2830,226998.324
2831,167681.9131
2832,252141.9105
2833,307265.8974
2834,227527.1689
2835,216644.9129
2836,192826.1717
2837,159224.4351
2838,157377.7013
2839,180133.5055
2840,206073.1083
2841,196660.0623
2842,229398.2478
2843,149421.1346
2844,170062.6159
2845,130967.3703
2846,204471.4822
2847,210069.2014
2848,218827.6682
2849,197028.467
2850,269849.6522
2851,209105.927
2852,234336.4442
2853,229496.4531
2854,136115.375
2855,200401.561
2856,201534.4348
2857,187501.2069
2858,204913.9329
2859,111306.0754
2860,136850.1513
2861,124586.0641
2862,178170.0663
2863,129449.608
2864,263580.6419
2865,147502.9712
2866,136226.9474
2867,112732.4819
2868,97509.98667
2869,98001.30641
2870,122918.1166
2871,81007.97852
2872,57009.78321
2873,96478.20325
2874,145486.5285
2875,120640.3596
2876,163481.2883
2877,151213.9316
2878,163360.8416
2879,144800.9949
2880,109876.1052
2881,155672.3737
2882,179220.4259
2883,193340.6302
2884,200799.7391
2885,186316.6706
2886,237055.1071
2887,102294.485
2888,140907.6544
2889,63666.3616
2890,83154.62126
2891,145100.7445
2892,38325.67193
2893,61516.90904
2894,48958.77186
2895,349573.1814
2896,283613.5894
2897,208026.7426
2898,145674.0269
2899,197303.1024
2900,154430.8334
2901,212637.8049
2902,167519.5535
2903,321459.7129
2904,339496.5056
2905,73349.58556
2906,184228.6836
2907,104757.5953
2908,126826.244
2909,149426.0836
2910,77379.21335
2911,75770.33521
2912,149291.4925
2913,77834.21916
2914,75418.78751
2915,84151.11747
2916,78278.97698
2917,168123.7156
2918,116384.3294
2919,218692.6933
